ProductKey,Product Code,Product Name,Product Description,Comentario,sentimiento_tabularis,calificacion_nlp_bert
2507,505020,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,LCD screen protector,"@user @user esa es ground speed, ahi le influye el viento en cola que debia tener el avion, saludos",Muy Positivo,Neutral (3 estrellas)
2508,505021,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,LCD screen protector,"Hola buenos días, me he dormido a las 5 y algo y me acabo de despertar y se me ha ido el sueño",Muy Positivo,Muy Positivo (5 estrellas)
2509,505022,Contoso Original K1m Li-Ion Standard Battery E170 Black,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies","@user Jo  no me parece bien porque se va a ir Yessica a la primera, pero bueno al menos ha llegado al TOP8, no la esperaba aqui.",Positivo,Negativo (2 estrellas)
2510,505023,Contoso Original K1m Li-Ion Standard Battery E170 White,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies",Aquí por lo menos no está solo ELF ... En ese entonces...pfff.... solo estaba Cloud,Neutral,Muy Negativo (1 estrella)
2511,505024,Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies",Menuda joyica @user que has reclutado para tus tierras,Positivo,Muy Positivo (5 estrellas)
2512,505025,Contoso Bluetooth Active Headphones L15 Black,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours",Hubiera tenido novia y hubiera pasado en más chill y menos Netflix estos 22 días de la casa sola,Positivo,Muy Negativo (1 estrella)
2513,505026,Contoso Bluetooth Active Headphones L15 Red,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours",Si ocupan gente para una mejenga yo estoy disponible,Neutral,Neutral (3 estrellas)
2514,505027,Contoso Bluetooth Active Headphones L15 White,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours","@user Te la recomiendo, parece monótona pero hay capítulos que vuelven a subir el interés",Neutral,Positivo (4 estrellas)
2515,505028,Contoso In-Line Coupler E180 White,"Designed for new modular, different location without",@user @user @user qué mazo utilizáis? No me dejéis con la miel en los labios,Muy Negativo,Muy Negativo (1 estrella)
2471,808062,Litware 80mm LED Dual PCI Slot Fan E1501 White,"7.2 X 4.8 x 1.7 inches, 8 ounces  ","@user una pena, en serio, aún no se saben las causas, verdad?",Neutral,Muy Negativo (1 estrella)
2472,808063,Litware 20'' Weather-Shield Performance Box Fan E1601 Orange,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ","En mi cabeza, en mi cabeza vas dando vueltas! Estoy muy emocionado por algo GIGANTE que se me viene!!!!!!",Muy Positivo,Muy Positivo (5 estrellas)
2473,808064,Litware 20'' Weather-Shield Performance Box Fan E1601 Yellow,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ",@user lo malo que el palmarés de los que se han ido era mientras jugaban en el @user,Negativo,Muy Negativo (1 estrella)
2474,808065,Litware 20'' Weather-Shield Performance Box Fan E1601 White,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ","@user Hmm no sé qué decirte, mientras no dejes la jaula abierta no pasa nada  Pero se recomienda que salgan un ratito al día +",Neutral,Muy Negativo (1 estrella)
2475,808066,Litware 20'' Weather-Shield Performance Box Fan E1601 Black,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ",@user Siempre puedes levantar la vista y ver el cielo azul y rascacielos.,Positivo,Muy Positivo (5 estrellas)
2476,808067,Litware 17'' Oscillating Pedestal Fan M125 Pink,17-inch oscillating pedestal fan with all-metal construction,@user Que cabrito   y te quito años  @user perdónale porque no sabe lo que dice... o si ? Abrazo a los dos,Muy Negativo,Muy Negativo (1 estrella)
2477,808068,Litware 17'' Oscillating Pedestal Fan M125 Yellow,17-inch oscillating pedestal fan with all-metal construction,"@user @user @user sip, te entendí por tu tuit anterior",Neutral,Neutral (3 estrellas)
2478,808069,Litware 17'' Oscillating Pedestal Fan M125 Blue,17-inch oscillating pedestal fan with all-metal construction,"Sigo imbatible ganando a Fifa siendo visitante en otras casas. Esta vez ha costado mucho más, pues era en Fifa 13 de 360",Muy Positivo,Muy Positivo (5 estrellas)
2479,808070,Litware 17'' Oscillating Pedestal Fan M125 White,17-inch oscillating pedestal fan with all-metal construction,"@user @user no estoy de acuerdo, las cicatrices siempre recuerdan dolor, sufrido o provocado",Muy Negativo,Muy Negativo (1 estrella)
2480,808071,Litware 18'' Oscillating Pedestal Fan M135 Pink,18-inch oscillating pedestal fan with all-metal construction,"superar un libro de Colleen Hoover con otro libro de ella es mala idea, ¿verdad?  pues lo voy a hacer ahora",Muy Negativo,Muy Negativo (1 estrella)
2481,808072,Litware 18'' Oscillating Pedestal Fan M135 Yellow,18-inch oscillating pedestal fan with all-metal construction,Hoy microaventura en #kayak con dos expertos kayakistas  Ría de Villaviciosa. @ El Puntal… http,Muy Positivo,Muy Negativo (1 estrella)
2482,808073,Litware 18'' Oscillating Pedestal Fan M135 Blue,18-inch oscillating pedestal fan with all-metal construction,Lo peor de estar malo y tirarse toooooodo el día durmiendo es que ahora por la noche no me duerme ni el tato...,Muy Negativo,Muy Negativo (1 estrella)
2483,808074,Litware 18'' Oscillating Pedestal Fan M135 White,18-inch oscillating pedestal fan with all-metal construction,y lo peor de todo es que funcionaba maldita Jaco como te quiero,Muy Negativo,Muy Negativo (1 estrella)
2484,808075,Litware 18'' Oscillating Pedestal Fan M145 Pink,19-inch oscillating pedestal fan with all-metal construction,WORK FROM HOME!! Sería espectacular y poder verlas más!  #ConMTVal727Tour,Muy Positivo,Muy Positivo (5 estrellas)
2485,808076,Litware 18'' Oscillating Pedestal Fan M145 Yellow,19-inch oscillating pedestal fan with all-metal construction,@user Pero que aún así no me creen,Neutral,Negativo (2 estrellas)
2486,808077,Litware 18'' Oscillating Pedestal Fan M145 Blue,19-inch oscillating pedestal fan with all-metal construction,Con lo tranquila que yo estaba...,Muy Positivo,Muy Positivo (5 estrellas)
2487,808078,Litware 18'' Oscillating Pedestal Fan M145 White,19-inch oscillating pedestal fan with all-metal construction,"@user mercado a,  erosky y demás tienen compra online",Neutral,Muy Negativo (1 estrella)
2488,505001,Contoso Rubberized Skin BlackBerry E100 Black,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,"Por gusto redacté un testamento para que Ale se lo publique a Steven ... Gracias Perú, me dejaste misio y encima Ale no publica nada",Muy Negativo,Muy Negativo (1 estrella)
2489,505002,Contoso Rubberized Skin BlackBerry E100 Silver,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,"Trataré de ser positiva este último mes, para que no me vaya tan mal como todo el maldito año",Muy Positivo,Muy Negativo (1 estrella)
2490,505003,Contoso Rubberized Skin BlackBerry E100 White,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,@user @user uno de nuestros festivales favoritos!! Hemos ido dos veces,Muy Positivo,Muy Positivo (5 estrellas)
2491,505004,Cigarette Lighter Adapter for Contoso Phones E110 Black,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,no quiero q troye se haga famoso  q luego empiezan todas las de mi ciudad a mojabraguear 😡,Muy Negativo,Muy Negativo (1 estrella)
2492,505005,Cigarette Lighter Adapter for Contoso Phones E110 White,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,"Mamá haciendo limpieza  Esto no sirve, esto botalo, etc. Máááá son mis peluches , ya estás grande, acá no hay bebes!",Muy Negativo,Muy Negativo (1 estrella)
2493,505006,Cigarette Lighter Adapter for Contoso Phones E110 Red,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,"@user estaría a un paseo en tren de Madrid, y tendría findes largos cada dos semanas...",Neutral,Muy Negativo (1 estrella)
2494,505007,Reusable Phone Screen Protector E120,Expect better quality than any other screen protector. Shields and protects agaisnt unwanted scratches,ponedme algo que triste soy,Muy Negativo,Muy Negativo (1 estrella)
2495,505008,Headphone Adapter for Contoso Phone E130 Black,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,@user @user @user @user el.partido estaba pa Lugano,Muy Negativo,Muy Negativo (1 estrella)
2496,505009,Headphone Adapter for Contoso Phone E130 Silver,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,"@user feliz sabado para ti tbm,a los tiempos entro al twitter y es agradable que a la primera persona que vea, sea a ti !!!",Positivo,Muy Positivo (5 estrellas)
2497,505010,Headphone Adapter for Contoso Phone E130 White,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,@user Te tengo que recordar quien menciono a quien primero? Igual por tener sangre ferrolana eres mas lentita,Muy Negativo,Muy Negativo (1 estrella)
2498,505011,Contoso Phone Tough Skin Case E140 Black,"Bottom flaps up for docking, rugged rubber case",@user la parte de acción se me hizo muy pesada. Pero los momentos bonitos son muy bonitos,Neutral,Neutral (3 estrellas)
2499,505012,Contoso Phone Tough Skin Case E140 White,"Bottom flaps up for docking, rugged rubber case",@user @user Verónika es una gran actriz y sobretodo una maravillosa persona!! Deseando verla ahí!! Besos!,Muy Positivo,Muy Positivo (5 estrellas)
2500,505013,Contoso Phone Tough Skin Case E140 Silver,"Bottom flaps up for docking, rugged rubber case",Quiero hacer un brindis Por menos personas hipócritas en el 2017,Neutral,Muy Negativo (1 estrella)
2501,505014,Contoso Phone Tough Skin Case E140 Pink,"Bottom flaps up for docking, rugged rubber case",@user @user Ninguno de los clubes lo hizo oficial pero se dice que sí,Neutral,Muy Negativo (1 estrella)
2502,505015,Contoso Touch Stylus Pen E150 Black,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,@user @user bienvenido al lugar en el que una bufanda nunca sobra,Positivo,Muy Positivo (5 estrellas)
2503,505016,Contoso Touch Stylus Pen E150 Silver,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,"Rivera y Rajoy no han pactado que Nivea vuelva a lanzar pelotas de playa desde una avioneta, como cuando era pequeño. Nos vemos el 25D",Negativo,Muy Negativo (1 estrella)
2504,505017,Contoso Touch Stylus Pen E150 White,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,"Soy de esos que, aún cuando la comida esté lista y tenga hambre, si no me sirven me da pereza y no como",Muy Negativo,Muy Negativo (1 estrella)
2505,505018,Contoso Touch Stylus Pen E150 Red,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,"Se nos está volviendo costumbre del domingo por la noche, ver el episodio anterior de SNL y eso me hace recibir el lunes en un mejor mood",Positivo,Muy Positivo (5 estrellas)
2506,505019,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,LCD screen protector,@user pero después de ducharme tampoco se queda así,Neutral,Muy Negativo (1 estrella)
2507,505020,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,LCD screen protector,"URGENTE!!! VENTA MY NAME TIKETS!!! Tengo dos tickets ULTIMATE VIP pero no podemos ir  los vendo más baratos, contactad conmigo!!!",Neutral,Muy Positivo (5 estrellas)
2508,505021,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,LCD screen protector,Esta tarde me voy a comprar un juego que estuve esperando muchísimo tiempo... posiblemente lo suba esta tarde-noche  Yoshi aparece,Muy Negativo,Muy Negativo (1 estrella)
2509,505022,Contoso Original K1m Li-Ion Standard Battery E170 Black,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies","@user @user escríbele cosas bonitas, así no te va a dar ❤️",Positivo,Neutral (3 estrellas)
2510,505023,Contoso Original K1m Li-Ion Standard Battery E170 White,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies",@user @user o al menos pasad fuentes! Yo estoy viendo para reciclarme un poco,Positivo,Neutral (3 estrellas)
2511,505024,Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies",@user @user Tu no tienes familia con huerta y perros no? Los tienen en unas condiciones estupendas,Neutral,Muy Positivo (5 estrellas)
2512,505025,Contoso Bluetooth Active Headphones L15 Black,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours",Oye @user tiraros un descuentiyo asi del 40% aprox que quiero subir a bilbao y sale muy caro  todo sea por ser cliente fiel,Positivo,Muy Negativo (1 estrella)
2513,505026,Contoso Bluetooth Active Headphones L15 Red,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours",¿y por qué con el morado o azul no pasa lo mismo? sería genial cagar de colores,Muy Negativo,Neutral (3 estrellas)
2514,505027,Contoso Bluetooth Active Headphones L15 White,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours",Listo. A empezar con las metas del año,Neutral,Neutral (3 estrellas)
2515,505028,Contoso In-Line Coupler E180 White,"Designed for new modular, different location without","@user hacia ti no   En fin, echán2te de menos, quiero ir a verteeee, seguro que me pones una excusa a mi tambien -_-",Muy Negativo,Muy Negativo (1 estrella)
2471,808062,Litware 80mm LED Dual PCI Slot Fan E1501 White,"7.2 X 4.8 x 1.7 inches, 8 ounces  ",si mal no recuerdo creo este es el último capitulo dónde escucharemos a tanaka kazunari haciendo de ukai,Muy Positivo,Neutral (3 estrellas)
2472,808063,Litware 20'' Weather-Shield Performance Box Fan E1601 Orange,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ",Amo los vestidos largos y los enterizos,Neutral,Muy Positivo (5 estrellas)
2473,808064,Litware 20'' Weather-Shield Performance Box Fan E1601 Yellow,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ","@user yo estoy igual, he dormido nada o menos... Y en una hora en marcha a currar",Neutral,Muy Negativo (1 estrella)
2474,808065,Litware 20'' Weather-Shield Performance Box Fan E1601 White,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ",@user ahh no eso fijo... Pero en este caso en especifico hablo solamente de vestimenta,Neutral,Muy Negativo (1 estrella)
2475,808066,Litware 20'' Weather-Shield Performance Box Fan E1601 Black,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ","Hola @user gracias por la información, tomamos nota  Qué tengas un buen día",Positivo,Muy Positivo (5 estrellas)
2476,808067,Litware 17'' Oscillating Pedestal Fan M125 Pink,17-inch oscillating pedestal fan with all-metal construction,Que os peten el ojete,Muy Negativo,Muy Negativo (1 estrella)
2477,808068,Litware 17'' Oscillating Pedestal Fan M125 Yellow,17-inch oscillating pedestal fan with all-metal construction,"@user Como lo dijo @user, menores de 16 años",Positivo,Muy Positivo (5 estrellas)
2478,808069,Litware 17'' Oscillating Pedestal Fan M125 Blue,17-inch oscillating pedestal fan with all-metal construction,"@user Sí, lo que imaginaba. Todos los días se aprende algo nuevo, gracias",Positivo,Muy Positivo (5 estrellas)
2479,808070,Litware 17'' Oscillating Pedestal Fan M125 White,17-inch oscillating pedestal fan with all-metal construction,"@user ay si, pero no puedo cambiar el username y soy un numero raro  aiuda",Muy Negativo,Neutral (3 estrellas)
2480,808071,Litware 18'' Oscillating Pedestal Fan M135 Pink,18-inch oscillating pedestal fan with all-metal construction,@user algunos callaos pa que no nos digan reventaores la Yihad!,Positivo,Muy Negativo (1 estrella)
2481,808072,Litware 18'' Oscillating Pedestal Fan M135 Yellow,18-inch oscillating pedestal fan with all-metal construction,Ay qué bonito todo! Demasiado extraño no estar sufriendo a estas alturas Vamos Seleeeeee,Muy Positivo,Muy Positivo (5 estrellas)
2482,808073,Litware 18'' Oscillating Pedestal Fan M135 Blue,18-inch oscillating pedestal fan with all-metal construction,"Otra vez quieren desnaturalizar el tema #BienestarAnimal, dejando en el texto de iniciativa popular sólo a perros y gatos.",Muy Negativo,Muy Negativo (1 estrella)
2483,808074,Litware 18'' Oscillating Pedestal Fan M135 White,18-inch oscillating pedestal fan with all-metal construction,"@user mándame tu dirección postal a pdeveraoficial@yahoo.es para que pueda mandártelo, o habla con @user  Un besazo!",Muy Positivo,Muy Negativo (1 estrella)
2484,808075,Litware 18'' Oscillating Pedestal Fan M145 Pink,19-inch oscillating pedestal fan with all-metal construction,@user jajajaja si si. Buscaré en Pinterest algo así  gracias 😘,Neutral,Muy Negativo (1 estrella)
2485,808076,Litware 18'' Oscillating Pedestal Fan M145 Yellow,19-inch oscillating pedestal fan with all-metal construction,"En pleno 2016 ya no debería existir la siguiente conversación: Hola! -Hola Como estas? -Bien, vos? (Esa conversación q no pasa de ahí)",Neutral,Muy Negativo (1 estrella)
2486,808077,Litware 18'' Oscillating Pedestal Fan M145 Blue,19-inch oscillating pedestal fan with all-metal construction,@user ah wno no es que me pase nada es que cuando el Hype está tan alto y se habla tanto tengo la sensación de que ya la he visto,Neutral,Muy Negativo (1 estrella)
2487,808078,Litware 18'' Oscillating Pedestal Fan M145 White,19-inch oscillating pedestal fan with all-metal construction,que feliz voy a ser a las 3,Muy Positivo,Muy Positivo (5 estrellas)
2488,505001,Contoso Rubberized Skin BlackBerry E100 Black,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,Nota menta las felicitaciones automatizadas en LinkedIn cantan mucho cuando te llegan todas a la vez,Positivo,Muy Negativo (1 estrella)
2489,505002,Contoso Rubberized Skin BlackBerry E100 Silver,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,Cuando todo es felicidad y falla un sector del disco de la laptop y se borran archivos muy importantes de la chamba,Muy Negativo,Muy Negativo (1 estrella)
2490,505003,Contoso Rubberized Skin BlackBerry E100 White,Rubberized exterior provides a sure grip on the device and helps protect it if dropped or bumped,y el video de la campaña de este año del juego fue muy bueno pero no lo tengo,Positivo,Neutral (3 estrellas)
2491,505004,Cigarette Lighter Adapter for Contoso Phones E110 Black,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,Que dizque el debut de CM Punk en la UFC fue tan corto que puede entrar en un vídeo de Instagram. @user debe estar muy triste.,Muy Negativo,Muy Negativo (1 estrella)
2492,505005,Cigarette Lighter Adapter for Contoso Phones E110 White,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,@user hombre pos claro. Lo dudabas?   Soy tortillero mayor del reino,Muy Positivo,Muy Negativo (1 estrella)
2493,505006,Cigarette Lighter Adapter for Contoso Phones E110 Red,Packs the power you need to charge your mobile phone while driving  Fits most in-vehicle power port sockets,@user El Valencia siempre a dado excelentes jugadores tanto a la Selección como a otras selecciones.,Positivo,Muy Positivo (5 estrellas)
2494,505007,Reusable Phone Screen Protector E120,Expect better quality than any other screen protector. Shields and protects agaisnt unwanted scratches,Siento que estoy tan gordo que en cualquier momento romperé la silla de plástico,Muy Negativo,Muy Negativo (1 estrella)
2495,505008,Headphone Adapter for Contoso Phone E130 Black,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,El verano pasado estaba ligerameeente más gordita y la ropa que compré ya no me queda igual,Negativo,Negativo (2 estrellas)
2496,505009,Headphone Adapter for Contoso Phone E130 Silver,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,"@user justo cuando se terminan las fiestas de verano, me viene genial",Positivo,Muy Positivo (5 estrellas)
2497,505010,Headphone Adapter for Contoso Phone E130 White,Allows the adapter to be used with stereo headphones that also have integrated microphone functionality,"@user ""surgen""  está el que se relaja con un plajo y el que nunca va a la caja pero farda de que saca un buen trabajo",Muy Negativo,Neutral (3 estrellas)
2498,505011,Contoso Phone Tough Skin Case E140 Black,"Bottom flaps up for docking, rugged rubber case","En una propuesta/solicitud de servicio lo que debe quedar muy claro son los ENTREGABLES. Si esto no está claro, habrá problemas.",Neutral,Neutral (3 estrellas)
2499,505012,Contoso Phone Tough Skin Case E140 White,"Bottom flaps up for docking, rugged rubber case",11. siiii fue super gracioso teniamos que habernos sacado una foto,Muy Negativo,Muy Positivo (5 estrellas)
2500,505013,Contoso Phone Tough Skin Case E140 Silver,"Bottom flaps up for docking, rugged rubber case","@user que va tío, aún no lo he probado",Neutral,Muy Negativo (1 estrella)
2501,505014,Contoso Phone Tough Skin Case E140 Pink,"Bottom flaps up for docking, rugged rubber case","@user aaahm bueno, disfruta la vida por esos lares, yo me vuelvo a Rusia en breve",Positivo,Muy Positivo (5 estrellas)
2502,505015,Contoso Touch Stylus Pen E150 Black,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,Morí @user me dio like #Bombon,Positivo,Muy Negativo (1 estrella)
2503,505016,Contoso Touch Stylus Pen E150 Silver,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,"Ayer más que nunca extrañé a mi amigo Rumors, teníamos la casi tradición ir a Zapote los 25 juntos.",Muy Positivo,Muy Negativo (1 estrella)
2504,505017,Contoso Touch Stylus Pen E150 White,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,"@user eso es de Grammar 1, no de inglés 7! de Inglés 7 yo hice resumen el cuatri pasado",Neutral,Muy Negativo (1 estrella)
2505,505018,Contoso Touch Stylus Pen E150 Red,The sensitive slanted stylus tip gives you smooth navigation; rubber touch tip does not harm touch-screen,"¡Buenos días! #YeimyTeMueve a partir de este momento. ""Escribí en tu corazón que cada día es el mejor del año…",Muy Positivo,Muy Positivo (5 estrellas)
2506,505019,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Pink,LCD screen protector,"""Contigo porque me matas y ahora sin ti ya no vivo"" -->Tal cual! Te mereces todo lo que has conseguido y conseguirás @user",Muy Positivo,Muy Positivo (5 estrellas)
2507,505020,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,LCD screen protector,"@user y, según yo, miradas a los ojos que valen por mil (todo de manera independiente a la sustancia ""amor"")",Muy Positivo,Muy Positivo (5 estrellas)
2508,505021,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 Silver,LCD screen protector,y ahors me puedo tirar como horas viendo videos de conciertos suyos pq me encanta como se mueve en el escenario y como todo de vd  mi niño,Muy Positivo,Muy Positivo (5 estrellas)
2509,505022,Contoso Original K1m Li-Ion Standard Battery E170 Black,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies",No se porque hay gente tan renegara donde dice que fue el peor año.. no solo lloraron TAMBIÉN FUERON FELICES,Muy Positivo,Muy Negativo (1 estrella)
2510,505023,Contoso Original K1m Li-Ion Standard Battery E170 White,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies","@user Es que en el Ojeando el año pasado tampoco, tiene muchas canciones ya jajajajaja",Neutral,Muy Negativo (1 estrella)
2511,505024,Contoso Original K1m Li-Ion Standard Battery E170 Silver,"Stay in touch longer by getting battery power with a Lithium Ion Battery, uses the latest Lithium Ion battery technology giving you the best performance possible compared to other battery technologies",@user Aquí seguirá El Teide esperando tu próxima visita. Felicidades por la proeza,Positivo,Muy Positivo (5 estrellas)
2512,505025,Contoso Bluetooth Active Headphones L15 Black,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours",Todo era mejor en la playa,Muy Positivo,Muy Positivo (5 estrellas)
2513,505026,Contoso Bluetooth Active Headphones L15 Red,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours",@user el mismo de que sale el juego ppppppero la campa;a 30 dias antes de que salga osea el 5 de Octubre,Muy Negativo,Muy Negativo (1 estrella)
2514,505027,Contoso Bluetooth Active Headphones L15 White,"Play time up to 6 hours, talk time up to 7 hours, and Standby time up to 150 hours",@user Hola bella Andrea!! Qué tengas un maravilloso día!! Besitos!,Muy Positivo,Muy Positivo (5 estrellas)
2515,505028,Contoso In-Line Coupler E180 White,"Designed for new modular, different location without","Hablando en serio, como no apruebe matemáticas me tiro desde la ventana de mi cuarto, que es un décimo y así no sobrevivo",Muy Negativo,Muy Negativo (1 estrella)
2471,808062,Litware 80mm LED Dual PCI Slot Fan E1501 White,"7.2 X 4.8 x 1.7 inches, 8 ounces  ",En versión extendida. 4 horas. Y no vamos ni por la segunda,Neutral,Muy Negativo (1 estrella)
2472,808063,Litware 20'' Weather-Shield Performance Box Fan E1601 Orange,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ","Cuando no puedo dormir, escribo todo lo que preocupa en una libreta que alguien me regaló y es como un somnífero instantáneo",Muy Positivo,Muy Positivo (5 estrellas)
2473,808064,Litware 20'' Weather-Shield Performance Box Fan E1601 Yellow,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ",@user @user @user las de los usuarios? porque la verdad que SFV quita las ganas de jugar a los que somos mortales.,Muy Negativo,Muy Negativo (1 estrella)
2474,808065,Litware 20'' Weather-Shield Performance Box Fan E1601 White,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ",@user no se cual de los dos estaba más cansado. Y hasta aquí puedo leer...  #modoMayraGomezKempON,Positivo,Muy Negativo (1 estrella)
2475,808066,Litware 20'' Weather-Shield Performance Box Fan E1601 Black,"20'' box fan with 3 whisper-quiet, energy-efficient speeds  ","@user Ambas son mindblowing, lástima White Collar terminara así de repente, y esperando a la segunda par de la 5ta de Suits",Neutral,Muy Negativo (1 estrella)
2476,808067,Litware 17'' Oscillating Pedestal Fan M125 Pink,17-inch oscillating pedestal fan with all-metal construction,"Ay, que ya he perdido el bus por primera vez este año",Muy Negativo,Muy Negativo (1 estrella)
2477,808068,Litware 17'' Oscillating Pedestal Fan M125 Yellow,17-inch oscillating pedestal fan with all-metal construction,"@user @user @user pero hombre, eso ya lo había leído  La pregunta es... ¿Cuál pretende ser el titular completo?",Muy Negativo,Muy Negativo (1 estrella)
2478,808069,Litware 17'' Oscillating Pedestal Fan M125 Blue,17-inch oscillating pedestal fan with all-metal construction,@user  -felicidades!!! 🎉 -sales genial en tu icon -no te conozco casi nada -,Muy Positivo,Muy Positivo (5 estrellas)
2479,808070,Litware 17'' Oscillating Pedestal Fan M125 White,17-inch oscillating pedestal fan with all-metal construction,@user @user Soy un esclavo de fines de semana,Muy Negativo,Muy Negativo (1 estrella)
2480,808071,Litware 18'' Oscillating Pedestal Fan M135 Pink,18-inch oscillating pedestal fan with all-metal construction,"→ ¡Ya lo sabes, sigue a @user en sus Redes Sociales! Excelente semana para todos",Muy Positivo,Muy Positivo (5 estrellas)
2481,808072,Litware 18'' Oscillating Pedestal Fan M135 Yellow,18-inch oscillating pedestal fan with all-metal construction,@user me alegro mucho!! es importante darnos cuenta del gran valor que podemos aportar y encontrar nuestra misión,Positivo,Muy Positivo (5 estrellas)
2482,808073,Litware 18'' Oscillating Pedestal Fan M135 Blue,18-inch oscillating pedestal fan with all-metal construction,Y lo que se sabe no se preguntan para el dolor de muchos no soy pita soy SCORT  no cobro dos lochas ni doy culo gratis como muchos.,Negativo,Muy Negativo (1 estrella)
2483,808074,Litware 18'' Oscillating Pedestal Fan M135 White,18-inch oscillating pedestal fan with all-metal construction,@user eso me lo decías hace un año y medio pero en otro contexto,Neutral,Muy Negativo (1 estrella)
2484,808075,Litware 18'' Oscillating Pedestal Fan M145 Pink,19-inch oscillating pedestal fan with all-metal construction,@user @user @user ¡Qué bonito que nos recomiende un padre! Eu non falo moito o galego pero GRACIÑAS,Muy Positivo,Muy Positivo (5 estrellas)
2485,808076,Litware 18'' Oscillating Pedestal Fan M145 Yellow,19-inch oscillating pedestal fan with all-metal construction,@user yo tmbn me tienes abandonadisimo,Muy Negativo,Muy Negativo (1 estrella)
